date,product,demand,price,is_weekend,is_promotion,day_of_week,month,day_of_month,quarter
10-04-2023,Fashion,211,29.99,0,1,0,4,10,2
11-04-2023,Fashion,148,29.99,0,0,1,4,11,2
12-04-2023,Fashion,178,29.99,0,1,2,4,12,2
13-04-2023,Fashion,99,29.99,0,0,3,4,13,2
14-04-2023,Fashion,129,29.99,0,0,4,4,14,2
15-04-2023,Fashion,160,29.99,1,0,5,4,15,2
16-04-2023,Fashion,184,29.99,1,0,6,4,16,2
17-04-2023,Fashion,229,29.99,0,1,0,4,17,2
18-04-2023,Fashion,151,29.99,0,0,1,4,18,2
19-04-2023,Fashion,135,29.99,0,0,2,4,19,2
20-04-2023,Fashion,103,29.99,0,0,3,4,20,2
21-04-2023,Fashion,128,29.99,0,0,4,4,21,2
22-04-2023,Fashion,153,29.99,1,0,5,4,22,2
23-04-2023,Fashion,195,29.99,1,0,6,4,23,2
24-04-2023,Fashion,162,29.99,0,0,0,4,24,2
25-04-2023,Fashion,148,29.99,0,0,1,4,25,2
26-04-2023,Fashion,149,29.99,0,1,2,4,26,2
27-04-2023,Fashion,131,29.99,0,1,3,4,27,2
28-04-2023,Fashion,113,29.99,0,0,4,4,28,2
29-04-2023,Fashion,159,29.99,1,0,5,4,29,2
30-04-2023,Fashion,190,29.99,1,0,6,4,30,2
01-05-2023,Fashion,164,29.99,0,0,0,5,1,2
02-05-2023,Fashion,139,29.99,0,0,1,5,2,2
03-05-2023,Fashion,128,29.99,0,0,2,5,3,2
04-05-2023,Fashion,109,29.99,0,0,3,5,4,2
05-05-2023,Fashion,118,29.99,0,0,4,5,5,2
06-05-2023,Fashion,150,29.99,1,0,5,5,6,2
07-05-2023,Fashion,175,29.99,1,0,6,5,7,2
08-05-2023,Fashion,207,29.99,0,1,0,5,8,2
09-05-2023,Fashion,161,29.99,0,0,1,5,9,2
10-05-2023,Fashion,137,29.99,0,0,2,5,10,2
11-05-2023,Fashion,101,29.99,0,0,3,5,11,2
12-05-2023,Fashion,107,29.99,0,0,4,5,12,2
13-05-2023,Fashion,162,29.99,1,0,5,5,13,2
14-05-2023,Fashion,253,29.99,1,1,6,5,14,2
15-05-2023,Fashion,183,29.99,0,0,0,5,15,2
16-05-2023,Fashion,142,29.99,0,0,1,5,16,2
17-05-2023,Fashion,118,29.99,0,0,2,5,17,2
18-05-2023,Fashion,109,29.99,0,0,3,5,18,2
19-05-2023,Fashion,115,29.99,0,0,4,5,19,2
20-05-2023,Fashion,153,29.99,1,0,5,5,20,2
21-05-2023,Fashion,170,29.99,1,0,6,5,21,2
22-05-2023,Fashion,213,29.99,0,1,0,5,22,2
23-05-2023,Fashion,165,29.99,0,0,1,5,23,2
24-05-2023,Fashion,116,29.99,0,0,2,5,24,2
25-05-2023,Fashion,107,29.99,0,0,3,5,25,2
26-05-2023,Fashion,136,29.99,0,0,4,5,26,2
27-05-2023,Fashion,149,29.99,1,0,5,5,27,2
28-05-2023,Fashion,184,29.99,1,0,6,5,28,2
29-05-2023,Fashion,181,29.99,0,0,0,5,29,2
30-05-2023,Fashion,152,29.99,0,0,1,5,30,2
31-05-2023,Fashion,131,29.99,0,0,2,5,31,2
01-06-2023,Fashion,112,29.99,0,0,3,6,1,2
02-06-2023,Fashion,114,29.99,0,0,4,6,2,2
03-06-2023,Fashion,167,29.99,1,0,5,6,3,2
04-06-2023,Fashion,182,29.99,1,0,6,6,4,2
05-06-2023,Fashion,160,29.99,0,0,0,6,5,2
06-06-2023,Fashion,147,29.99,0,0,1,6,6,2
07-06-2023,Fashion,123,29.99,0,0,2,6,7,2
08-06-2023,Fashion,99,29.99,0,0,3,6,8,2
09-06-2023,Fashion,110,29.99,0,0,4,6,9,2
10-06-2023,Fashion,152,29.99,1,0,5,6,10,2
11-06-2023,Fashion,181,29.99,1,0,6,6,11,2
12-06-2023,Fashion,182,29.99,0,0,0,6,12,2
13-06-2023,Fashion,146,29.99,0,0,1,6,13,2
14-06-2023,Fashion,133,29.99,0,0,2,6,14,2
15-06-2023,Fashion,107,29.99,0,0,3,6,15,2
16-06-2023,Fashion,109,29.99,0,0,4,6,16,2
17-06-2023,Fashion,146,29.99,1,0,5,6,17,2
18-06-2023,Fashion,175,29.99,1,0,6,6,18,2
19-06-2023,Fashion,160,29.99,0,0,0,6,19,2
20-06-2023,Fashion,135,29.99,0,0,1,6,20,2
21-06-2023,Fashion,111,29.99,0,0,2,6,21,2
22-06-2023,Fashion,135,29.99,0,1,3,6,22,2
23-06-2023,Fashion,121,29.99,0,0,4,6,23,2
24-06-2023,Fashion,148,29.99,1,0,5,6,24,2
25-06-2023,Fashion,157,29.99,1,0,6,6,25,2
26-06-2023,Fashion,135,29.99,0,0,0,6,26,2
27-06-2023,Fashion,170,29.99,0,1,1,6,27,2
28-06-2023,Fashion,122,29.99,0,0,2,6,28,2
29-06-2023,Fashion,86,29.99,0,0,3,6,29,2
30-06-2023,Fashion,113,29.99,0,0,4,6,30,2
01-07-2023,Fashion,154,29.99,1,0,5,7,1,3
02-07-2023,Fashion,169,29.99,1,0,6,7,2,3
03-07-2023,Fashion,141,29.99,0,0,0,7,3,3
04-07-2023,Fashion,133,29.99,0,0,1,7,4,3
05-07-2023,Fashion,111,29.99,0,0,2,7,5,3
06-07-2023,Fashion,131,29.99,0,1,3,7,6,3
07-07-2023,Fashion,90,29.99,0,0,4,7,7,3
08-07-2023,Fashion,160,29.99,1,0,5,7,8,3
09-07-2023,Fashion,172,29.99,1,0,6,7,9,3
10-07-2023,Fashion,159,29.99,0,0,0,7,10,3
11-07-2023,Fashion,145,29.99,0,0,1,7,11,3
12-07-2023,Fashion,163,29.99,0,1,2,7,12,3
13-07-2023,Fashion,97,29.99,0,0,3,7,13,3
14-07-2023,Fashion,108,29.99,0,0,4,7,14,3
15-07-2023,Fashion,138,29.99,1,0,5,7,15,3
16-07-2023,Fashion,186,29.99,1,0,6,7,16,3
17-07-2023,Fashion,154,29.99,0,0,0,7,17,3
18-07-2023,Fashion,130,29.99,0,0,1,7,18,3
19-07-2023,Fashion,138,29.99,0,1,2,7,19,3
20-07-2023,Fashion,98,29.99,0,1,3,7,20,3
21-07-2023,Fashion,95,29.99,0,0,4,7,21,3
22-07-2023,Fashion,119,29.99,1,0,5,7,22,3
23-07-2023,Fashion,174,29.99,1,0,6,7,23,3
24-07-2023,Fashion,203,29.99,0,1,0,7,24,3
25-07-2023,Fashion,126,29.99,0,0,1,7,25,3
26-07-2023,Fashion,109,29.99,0,0,2,7,26,3
27-07-2023,Fashion,93,29.99,0,0,3,7,27,3
28-07-2023,Fashion,87,29.99,0,0,4,7,28,3
29-07-2023,Fashion,139,29.99,1,0,5,7,29,3
30-07-2023,Fashion,165,29.99,1,0,6,7,30,3
31-07-2023,Fashion,193,29.99,0,1,0,7,31,3
01-08-2023,Fashion,166,29.99,0,1,1,8,1,3
02-08-2023,Fashion,98,29.99,0,0,2,8,2,3
03-08-2023,Fashion,89,29.99,0,0,3,8,3,3
04-08-2023,Fashion,91,29.99,0,0,4,8,4,3
05-08-2023,Fashion,146,29.99,1,0,5,8,5,3
06-08-2023,Fashion,231,29.99,1,1,6,8,6,3
07-08-2023,Fashion,159,29.99,0,0,0,8,7,3
08-08-2023,Fashion,133,29.99,0,0,1,8,8,3
09-08-2023,Fashion,100,29.99,0,0,2,8,9,3
10-08-2023,Fashion,99,29.99,0,0,3,8,10,3
11-08-2023,Fashion,102,29.99,0,0,4,8,11,3
12-08-2023,Fashion,152,29.99,1,0,5,8,12,3
13-08-2023,Fashion,165,29.99,1,0,6,8,13,3
14-08-2023,Fashion,215,29.99,0,1,0,8,14,3
15-08-2023,Fashion,174,29.99,0,1,1,8,15,3
16-08-2023,Fashion,99,29.99,0,0,2,8,16,3
17-08-2023,Fashion,84,29.99,0,0,3,8,17,3
18-08-2023,Fashion,100,29.99,0,0,4,8,18,3
19-08-2023,Fashion,133,29.99,1,0,5,8,19,3
20-08-2023,Fashion,179,29.99,1,0,6,8,20,3
21-08-2023,Fashion,152,29.99,0,0,0,8,21,3
22-08-2023,Fashion,131,29.99,0,0,1,8,22,3
23-08-2023,Fashion,106,29.99,0,0,2,8,23,3
24-08-2023,Fashion,86,29.99,0,0,3,8,24,3
25-08-2023,Fashion,77,29.99,0,0,4,8,25,3
26-08-2023,Fashion,133,29.99,1,0,5,8,26,3
27-08-2023,Fashion,177,29.99,1,0,6,8,27,3
28-08-2023,Fashion,149,29.99,0,0,0,8,28,3
29-08-2023,Fashion,141,29.99,0,0,1,8,29,3
30-08-2023,Fashion,115,29.99,0,0,2,8,30,3
31-08-2023,Fashion,87,29.99,0,0,3,8,31,3
01-09-2023,Fashion,100,29.99,0,0,4,9,1,3
02-09-2023,Fashion,121,29.99,1,0,5,9,2,3
03-09-2023,Fashion,175,29.99,1,0,6,9,3,3
04-09-2023,Fashion,160,29.99,0,0,0,9,4,3
05-09-2023,Fashion,135,29.99,0,0,1,9,5,3
06-09-2023,Fashion,106,29.99,0,0,2,9,6,3
07-09-2023,Fashion,87,29.99,0,0,3,9,7,3
08-09-2023,Fashion,105,29.99,0,0,4,9,8,3
09-09-2023,Fashion,144,29.99,1,0,5,9,9,3
10-09-2023,Fashion,131,29.99,1,0,6,9,10,3
11-09-2023,Fashion,142,29.99,0,0,0,9,11,3
12-09-2023,Fashion,118,29.99,0,0,1,9,12,3
13-09-2023,Fashion,90,29.99,0,0,2,9,13,3
14-09-2023,Fashion,99,29.99,0,0,3,9,14,3
15-09-2023,Fashion,92,29.99,0,0,4,9,15,3
16-09-2023,Fashion,183,29.99,1,1,5,9,16,3
17-09-2023,Fashion,160,29.99,1,0,6,9,17,3
18-09-2023,Fashion,133,29.99,0,0,0,9,18,3
19-09-2023,Fashion,114,29.99,0,0,1,9,19,3
20-09-2023,Fashion,99,29.99,0,0,2,9,20,3
21-09-2023,Fashion,109,29.99,0,1,3,9,21,3
22-09-2023,Fashion,89,29.99,0,0,4,9,22,3
23-09-2023,Fashion,133,29.99,1,0,5,9,23,3
24-09-2023,Fashion,180,29.99,1,0,6,9,24,3
25-09-2023,Fashion,156,29.99,0,0,0,9,25,3
26-09-2023,Fashion,132,29.99,0,0,1,9,26,3
27-09-2023,Fashion,103,29.99,0,0,2,9,27,3
28-09-2023,Fashion,87,29.99,0,0,3,9,28,3
29-09-2023,Fashion,100,29.99,0,0,4,9,29,3
30-09-2023,Fashion,136,29.99,1,0,5,9,30,3
01-10-2023,Fashion,169,29.99,1,0,6,10,1,4
02-10-2023,Fashion,149,29.99,0,0,0,10,2,4
03-10-2023,Fashion,150,29.99,0,0,1,10,3,4
04-10-2023,Fashion,133,29.99,0,1,2,10,4,4
05-10-2023,Fashion,98,29.99,0,0,3,10,5,4
06-10-2023,Fashion,83,29.99,0,0,4,10,6,4
07-10-2023,Fashion,131,29.99,1,0,5,10,7,4
08-10-2023,Fashion,179,29.99,1,0,6,10,8,4
09-10-2023,Fashion,155,29.99,0,0,0,10,9,4
10-10-2023,Fashion,135,29.99,0,0,1,10,10,4
11-10-2023,Fashion,128,29.99,0,0,2,10,11,4
12-10-2023,Fashion,87,29.99,0,0,3,10,12,4
13-10-2023,Fashion,105,29.99,0,0,4,10,13,4
14-10-2023,Fashion,149,29.99,1,0,5,10,14,4
15-10-2023,Fashion,177,29.99,1,0,6,10,15,4
16-10-2023,Fashion,135,29.99,0,0,0,10,16,4
17-10-2023,Fashion,130,29.99,0,0,1,10,17,4
18-10-2023,Fashion,108,29.99,0,0,2,10,18,4
19-10-2023,Fashion,105,29.99,0,0,3,10,19,4
20-10-2023,Fashion,99,29.99,0,0,4,10,20,4
21-10-2023,Fashion,150,29.99,1,0,5,10,21,4
22-10-2023,Fashion,150,29.99,1,0,6,10,22,4
23-10-2023,Fashion,145,29.99,0,0,0,10,23,4
24-10-2023,Fashion,145,29.99,0,0,1,10,24,4
25-10-2023,Fashion,104,29.99,0,0,2,10,25,4
26-10-2023,Fashion,90,29.99,0,0,3,10,26,4
27-10-2023,Fashion,112,29.99,0,0,4,10,27,4
28-10-2023,Fashion,131,29.99,1,0,5,10,28,4
29-10-2023,Fashion,156,29.99,1,0,6,10,29,4
30-10-2023,Fashion,176,29.99,0,1,0,10,30,4
31-10-2023,Fashion,149,29.99,0,0,1,10,31,4
01-11-2023,Fashion,117,29.99,0,0,2,11,1,4
02-11-2023,Fashion,101,29.99,0,0,3,11,2,4
03-11-2023,Fashion,94,29.99,0,0,4,11,3,4
04-11-2023,Fashion,127,29.99,1,0,5,11,4,4
05-11-2023,Fashion,148,29.99,1,0,6,11,5,4
06-11-2023,Fashion,164,29.99,0,0,0,11,6,4
07-11-2023,Fashion,140,29.99,0,0,1,11,7,4
08-11-2023,Fashion,116,29.99,0,0,2,11,8,4
09-11-2023,Fashion,95,29.99,0,0,3,11,9,4
10-11-2023,Fashion,91,29.99,0,0,4,11,10,4
11-11-2023,Fashion,139,29.99,1,0,5,11,11,4
12-11-2023,Fashion,156,29.99,1,0,6,11,12,4
13-11-2023,Fashion,141,29.99,0,0,0,11,13,4
14-11-2023,Fashion,145,29.99,0,0,1,11,14,4
15-11-2023,Fashion,94,29.99,0,0,2,11,15,4
16-11-2023,Fashion,84,29.99,0,0,3,11,16,4
17-11-2023,Fashion,98,29.99,0,0,4,11,17,4
18-11-2023,Fashion,145,29.99,1,0,5,11,18,4
19-11-2023,Fashion,154,29.99,1,0,6,11,19,4
20-11-2023,Fashion,137,29.99,0,0,0,11,20,4
21-11-2023,Fashion,192,29.99,0,0,1,11,21,4
22-11-2023,Fashion,213,29.99,0,1,2,11,22,4
23-11-2023,Fashion,159,29.99,0,0,3,11,23,4
24-11-2023,Fashion,153,29.99,0,0,4,11,24,4
25-11-2023,Fashion,201,29.99,1,0,5,11,25,4
26-11-2023,Fashion,212,29.99,1,0,6,11,26,4
27-11-2023,Fashion,198,29.99,0,0,0,11,27,4
28-11-2023,Fashion,177,29.99,0,0,1,11,28,4
29-11-2023,Fashion,156,29.99,0,0,2,11,29,4
30-11-2023,Fashion,144,29.99,0,0,3,11,30,4
01-12-2023,Fashion,216,29.99,0,1,4,12,1,4
02-12-2023,Fashion,189,29.99,1,0,5,12,2,4
03-12-2023,Fashion,242,29.99,1,0,6,12,3,4
04-12-2023,Fashion,213,29.99,0,0,0,12,4,4
05-12-2023,Fashion,254,29.99,0,1,1,12,5,4
06-12-2023,Fashion,166,29.99,0,0,2,12,6,4
07-12-2023,Fashion,148,29.99,0,0,3,12,7,4
08-12-2023,Fashion,150,29.99,0,0,4,12,8,4
09-12-2023,Fashion,185,29.99,1,0,5,12,9,4
10-12-2023,Fashion,215,29.99,1,0,6,12,10,4
11-12-2023,Fashion,225,29.99,0,0,0,12,11,4
12-12-2023,Fashion,199,29.99,0,0,1,12,12,4
13-12-2023,Fashion,239,29.99,0,1,2,12,13,4
14-12-2023,Fashion,145,29.99,0,0,3,12,14,4
15-12-2023,Fashion,147,29.99,0,0,4,12,15,4
16-12-2023,Fashion,262,29.99,1,1,5,12,16,4
17-12-2023,Fashion,217,29.99,1,0,6,12,17,4
18-12-2023,Fashion,213,29.99,0,0,0,12,18,4
19-12-2023,Fashion,179,29.99,0,0,1,12,19,4
20-12-2023,Fashion,149,29.99,0,0,2,12,20,4
21-12-2023,Fashion,157,29.99,0,0,3,12,21,4
22-12-2023,Fashion,176,29.99,0,0,4,12,22,4
23-12-2023,Fashion,270,29.99,1,1,5,12,23,4
24-12-2023,Fashion,233,29.99,1,0,6,12,24,4
25-12-2023,Fashion,214,29.99,0,0,0,12,25,4
26-12-2023,Fashion,259,29.99,0,1,1,12,26,4
27-12-2023,Fashion,157,29.99,0,0,2,12,27,4
28-12-2023,Fashion,148,29.99,0,0,3,12,28,4
29-12-2023,Fashion,174,29.99,0,0,4,12,29,4
30-12-2023,Fashion,194,29.99,1,0,5,12,30,4
31-12-2023,Fashion,226,29.99,1,0,6,12,31,4
01-01-2022,Air Cooler,182,49.99,1,0,5,1,1,1
02-01-2022,Air Cooler,210,49.99,1,0,6,1,2,1
03-01-2022,Air Cooler,201,49.99,0,0,0,1,3,1
04-01-2022,Air Cooler,169,49.99,0,0,1,1,4,1
05-01-2022,Air Cooler,178,49.99,0,1,2,1,5,1
06-01-2022,Air Cooler,113,49.99,0,0,3,1,6,1
07-01-2022,Air Cooler,137,49.99,0,1,4,1,7,1
08-01-2022,Air Cooler,159,49.99,1,0,5,1,8,1
09-01-2022,Air Cooler,194,49.99,1,0,6,1,9,1
10-01-2022,Air Cooler,207,49.99,0,0,0,1,10,1
11-01-2022,Air Cooler,180,49.99,0,0,1,1,11,1
12-01-2022,Air Cooler,158,49.99,0,0,2,1,12,1
13-01-2022,Air Cooler,107,49.99,0,0,3,1,13,1
14-01-2022,Air Cooler,115,49.99,0,0,4,1,14,1
15-01-2022,Air Cooler,179,49.99,1,0,5,1,15,1
16-01-2022,Air Cooler,219,49.99,1,0,6,1,16,1
17-01-2022,Air Cooler,204,49.99,0,0,0,1,17,1
18-01-2022,Air Cooler,171,49.99,0,0,1,1,18,1
19-01-2022,Air Cooler,136,49.99,0,0,2,1,19,1
20-01-2022,Air Cooler,109,49.99,0,0,3,1,20,1
21-01-2022,Air Cooler,119,49.99,0,0,4,1,21,1
22-01-2022,Air Cooler,187,49.99,1,0,5,1,22,1
23-01-2022,Air Cooler,219,49.99,1,0,6,1,23,1
24-01-2022,Air Cooler,195,49.99,0,0,0,1,24,1
25-01-2022,Air Cooler,229,49.99,0,1,1,1,25,1
26-01-2022,Air Cooler,137,49.99,0,0,2,1,26,1
27-01-2022,Air Cooler,113,49.99,0,0,3,1,27,1
28-01-2022,Air Cooler,128,49.99,0,0,4,1,28,1
29-01-2022,Air Cooler,183,49.99,1,0,5,1,29,1
30-01-2022,Air Cooler,202,49.99,1,0,6,1,30,1
31-01-2022,Air Cooler,199,49.99,0,0,0,1,31,1
01-02-2022,Air Cooler,191,49.99,0,0,1,2,1,1
02-02-2022,Air Cooler,182,49.99,0,1,2,2,2,1
03-02-2022,Air Cooler,130,49.99,0,0,3,2,3,1
04-02-2022,Air Cooler,127,49.99,0,0,4,2,4,1
05-02-2022,Air Cooler,181,49.99,1,0,5,2,5,1
06-02-2022,Air Cooler,218,49.99,1,0,6,2,6,1
07-02-2022,Air Cooler,275,49.99,0,1,0,2,7,1
08-02-2022,Air Cooler,189,49.99,0,0,1,2,8,1
09-02-2022,Air Cooler,145,49.99,0,0,2,2,9,1
10-02-2022,Air Cooler,127,49.99,0,0,3,2,10,1
11-02-2022,Air Cooler,113,49.99,0,0,4,2,11,1
12-02-2022,Air Cooler,174,49.99,1,0,5,2,12,1
13-02-2022,Air Cooler,224,49.99,1,0,6,2,13,1
14-02-2022,Air Cooler,222,49.99,0,0,0,2,14,1
15-02-2022,Air Cooler,257,49.99,0,1,1,2,15,1
16-02-2022,Air Cooler,184,49.99,0,1,2,2,16,1
17-02-2022,Air Cooler,94,49.99,0,0,3,2,17,1
18-02-2022,Air Cooler,125,49.99,0,0,4,2,18,1
19-02-2022,Air Cooler,194,49.99,1,0,5,2,19,1
20-02-2022,Air Cooler,229,49.99,1,0,6,2,20,1
21-02-2022,Air Cooler,225,49.99,0,0,0,2,21,1
22-02-2022,Air Cooler,266,49.99,0,1,1,2,22,1
23-02-2022,Air Cooler,148,49.99,0,0,2,2,23,1
24-02-2022,Air Cooler,118,49.99,0,0,3,2,24,1
25-02-2022,Air Cooler,123,49.99,0,0,4,2,25,1
26-02-2022,Air Cooler,178,49.99,1,0,5,2,26,1
27-02-2022,Air Cooler,215,49.99,1,0,6,2,27,1
28-02-2022,Air Cooler,214,49.99,0,0,0,2,28,1
01-03-2022,Air Cooler,205,49.99,0,0,1,3,1,1
02-03-2022,Air Cooler,205,49.99,0,1,2,3,2,1
03-03-2022,Air Cooler,119,49.99,0,0,3,3,3,1
04-03-2022,Air Cooler,156,49.99,0,0,4,3,4,1
05-03-2022,Air Cooler,187,49.99,1,0,5,3,5,1
06-03-2022,Air Cooler,320,49.99,1,1,6,3,6,1
07-03-2022,Air Cooler,238,49.99,0,0,0,3,7,1
08-03-2022,Air Cooler,200,49.99,0,0,1,3,8,1
09-03-2022,Air Cooler,146,49.99,0,0,2,3,9,1
10-03-2022,Air Cooler,159,49.99,0,1,3,3,10,1
11-03-2022,Air Cooler,179,49.99,0,1,4,3,11,1
12-03-2022,Air Cooler,181,49.99,1,0,5,3,12,1
13-03-2022,Air Cooler,225,49.99,1,0,6,3,13,1
14-03-2022,Air Cooler,214,49.99,0,0,0,3,14,1
15-03-2022,Air Cooler,263,49.99,0,1,1,3,15,1
16-03-2022,Air Cooler,166,49.99,0,0,2,3,16,1
17-03-2022,Air Cooler,175,49.99,0,1,3,3,17,1
18-03-2022,Air Cooler,147,49.99,0,0,4,3,18,1
19-03-2022,Air Cooler,188,49.99,1,0,5,3,19,1
20-03-2022,Air Cooler,232,49.99,1,0,6,3,20,1
21-03-2022,Air Cooler,223,49.99,0,0,0,3,21,1
22-03-2022,Air Cooler,264,49.99,0,1,1,3,22,1
23-03-2022,Air Cooler,176,49.99,0,0,2,3,23,1
24-03-2022,Air Cooler,121,49.99,0,0,3,3,24,1
25-03-2022,Air Cooler,147,49.99,0,0,4,3,25,1
26-03-2022,Air Cooler,212,49.99,1,0,5,3,26,1
27-03-2022,Air Cooler,241,49.99,1,0,6,3,27,1
28-03-2022,Air Cooler,222,49.99,0,0,0,3,28,1
29-03-2022,Air Cooler,190,49.99,0,0,1,3,29,1
30-03-2022,Air Cooler,145,49.99,0,0,2,3,30,1
31-03-2022,Air Cooler,109,49.99,0,0,3,3,31,1
01-04-2022,Air Cooler,136,49.99,0,0,4,4,1,2
02-04-2022,Air Cooler,194,49.99,1,0,5,4,2,2
03-04-2022,Air Cooler,245,49.99,1,0,6,4,3,2
04-04-2022,Air Cooler,220,49.99,0,0,0,4,4,2
05-04-2022,Air Cooler,197,49.99,0,0,1,4,5,2
06-04-2022,Air Cooler,158,49.99,0,0,2,4,6,2
07-04-2022,Air Cooler,133,49.99,0,0,3,4,7,2
08-04-2022,Air Cooler,146,49.99,0,0,4,4,8,2
09-04-2022,Air Cooler,199,49.99,1,0,5,4,9,2
10-04-2022,Air Cooler,223,49.99,1,0,6,4,10,2
11-04-2022,Air Cooler,230,49.99,0,0,0,4,11,2
12-04-2022,Air Cooler,192,49.99,0,0,1,4,12,2
13-04-2022,Air Cooler,168,49.99,0,0,2,4,13,2
14-04-2022,Air Cooler,129,49.99,0,0,3,4,14,2
15-04-2022,Air Cooler,140,49.99,0,0,4,4,15,2
16-04-2022,Air Cooler,223,49.99,1,0,5,4,16,2
17-04-2022,Air Cooler,244,49.99,1,0,6,4,17,2
18-04-2022,Air Cooler,229,49.99,0,0,0,4,18,2
19-04-2022,Air Cooler,256,49.99,0,1,1,4,19,2
20-04-2022,Air Cooler,143,49.99,0,0,2,4,20,2
21-04-2022,Air Cooler,126,49.99,0,0,3,4,21,2
22-04-2022,Air Cooler,129,49.99,0,0,4,4,22,2
23-04-2022,Air Cooler,213,49.99,1,0,5,4,23,2
24-04-2022,Air Cooler,239,49.99,1,0,6,4,24,2
25-04-2022,Air Cooler,237,49.99,0,0,0,4,25,2
26-04-2022,Air Cooler,249,49.99,0,1,1,4,26,2
27-04-2022,Air Cooler,146,49.99,0,0,2,4,27,2
28-04-2022,Air Cooler,133,49.99,0,0,3,4,28,2
29-04-2022,Air Cooler,127,49.99,0,0,4,4,29,2
30-04-2022,Air Cooler,191,49.99,1,0,5,4,30,2
01-05-2022,Air Cooler,251,49.99,1,0,6,5,1,2
02-05-2022,Air Cooler,220,49.99,0,0,0,5,2,2
03-05-2022,Air Cooler,182,49.99,0,0,1,5,3,2
04-05-2022,Air Cooler,176,49.99,0,1,2,5,4,2
05-05-2022,Air Cooler,110,49.99,0,0,3,5,5,2
06-05-2022,Air Cooler,192,49.99,0,1,4,5,6,2
07-05-2022,Air Cooler,188,49.99,1,0,5,5,7,2
08-05-2022,Air Cooler,336,49.99,1,1,6,5,8,2
09-05-2022,Air Cooler,238,49.99,0,0,0,5,9,2
10-05-2022,Air Cooler,215,49.99,0,0,1,5,10,2
11-05-2022,Air Cooler,162,49.99,0,0,2,5,11,2
12-05-2022,Air Cooler,130,49.99,0,0,3,5,12,2
13-05-2022,Air Cooler,163,49.99,0,1,4,5,13,2
14-05-2022,Air Cooler,192,49.99,1,0,5,5,14,2
15-05-2022,Air Cooler,238,49.99,1,0,6,5,15,2
16-05-2022,Air Cooler,230,49.99,0,0,0,5,16,2
17-05-2022,Air Cooler,182,49.99,0,0,1,5,17,2
18-05-2022,Air Cooler,148,49.99,0,0,2,5,18,2
19-05-2022,Air Cooler,121,49.99,0,0,3,5,19,2
20-05-2022,Air Cooler,130,49.99,0,0,4,5,20,2
21-05-2022,Air Cooler,180,49.99,1,0,5,5,21,2
22-05-2022,Air Cooler,248,49.99,1,0,6,5,22,2
23-05-2022,Air Cooler,216,49.99,0,0,0,5,23,2
24-05-2022,Air Cooler,182,49.99,0,0,1,5,24,2
25-05-2022,Air Cooler,166,49.99,0,0,2,5,25,2
26-05-2022,Air Cooler,136,49.99,0,0,3,5,26,2
27-05-2022,Air Cooler,131,49.99,0,0,4,5,27,2
28-05-2022,Air Cooler,171,49.99,1,0,5,5,28,2
29-05-2022,Air Cooler,222,49.99,1,0,6,5,29,2
30-05-2022,Air Cooler,200,49.99,0,0,0,5,30,2
31-05-2022,Air Cooler,194,49.99,0,0,1,5,31,2
01-06-2022,Air Cooler,140,49.99,0,0,2,6,1,2
02-06-2022,Air Cooler,118,49.99,0,0,3,6,2,2
03-06-2022,Air Cooler,145,49.99,0,0,4,6,3,2
04-06-2022,Air Cooler,180,49.99,1,0,5,6,4,2
05-06-2022,Air Cooler,229,49.99,1,0,6,6,5,2
06-06-2022,Air Cooler,222,49.99,0,0,0,6,6,2
07-06-2022,Air Cooler,259,49.99,0,1,1,6,7,2
08-06-2022,Air Cooler,142,49.99,0,0,2,6,8,2
09-06-2022,Air Cooler,113,49.99,0,0,3,6,9,2
10-06-2022,Air Cooler,122,49.99,0,0,4,6,10,2
11-06-2022,Air Cooler,187,49.99,1,0,5,6,11,2
12-06-2022,Air Cooler,308,49.99,1,1,6,6,12,2
13-06-2022,Air Cooler,209,49.99,0,0,0,6,13,2
14-06-2022,Air Cooler,160,49.99,0,0,1,6,14,2
15-06-2022,Air Cooler,149,49.99,0,0,2,6,15,2
16-06-2022,Air Cooler,113,49.99,0,0,3,6,16,2
17-06-2022,Air Cooler,165,49.99,0,1,4,6,17,2
18-06-2022,Air Cooler,165,49.99,1,0,5,6,18,2
19-06-2022,Air Cooler,214,49.99,1,0,6,6,19,2
20-06-2022,Air Cooler,217,49.99,0,0,0,6,20,2
21-06-2022,Air Cooler,169,49.99,0,0,1,6,21,2
22-06-2022,Air Cooler,142,49.99,0,0,2,6,22,2
23-06-2022,Air Cooler,110,49.99,0,0,3,6,23,2
24-06-2022,Air Cooler,112,49.99,0,0,4,6,24,2
25-06-2022,Air Cooler,170,49.99,1,0,5,6,25,2
26-06-2022,Air Cooler,207,49.99,1,0,6,6,26,2
27-06-2022,Air Cooler,207,49.99,0,0,0,6,27,2
28-06-2022,Air Cooler,180,49.99,0,0,1,6,28,2
29-06-2022,Air Cooler,170,49.99,0,1,2,6,29,2
30-06-2022,Air Cooler,97,49.99,0,0,3,6,30,2
01-07-2022,Air Cooler,87,49.99,0,0,4,7,1,3
02-07-2022,Air Cooler,180,49.99,1,0,5,7,2,3
03-07-2022,Air Cooler,223,49.99,1,0,6,7,3,3
04-07-2022,Air Cooler,272,49.99,0,1,0,7,4,3
05-07-2022,Air Cooler,196,49.99,0,0,1,7,5,3
