date,product,demand,price,is_weekend,is_promotion,day_of_week,month,quarter
2023-05-13,Product_A,205,29.99,1,0,5,5,2
2023-05-14,Product_A,180,29.99,1,0,6,5,2
2023-05-15,Product_A,212,29.99,0,0,0,5,2
2023-05-16,Product_A,183,29.99,0,0,1,5,2
2023-05-17,Product_A,109,29.99,0,0,2,5,2
2023-05-18,Product_A,95,29.99,0,0,3,5,2
2023-05-19,Product_A,90,29.99,0,0,4,5,2
2023-05-20,Product_A,156,29.99,1,0,5,5,2
2023-05-21,Product_A,177,29.99,1,0,6,5,2
2023-05-22,Product_A,205,29.99,0,0,0,5,2
2023-05-23,Product_A,157,29.99,0,0,1,5,2
2023-05-24,Product_A,122,29.99,0,0,2,5,2
2023-05-25,Product_A,105,29.99,0,0,3,5,2
2023-05-26,Product_A,110,29.99,0,0,4,5,2
2023-05-27,Product_A,162,29.99,1,0,5,5,2
2023-05-28,Product_A,167,29.99,1,1,6,5,2
2023-05-29,Product_A,208,29.99,0,0,0,5,2
2023-05-30,Product_A,147,29.99,0,0,1,5,2
2023-05-31,Product_A,125,29.99,0,0,2,5,2
2023-06-01,Product_A,94,29.99,0,0,3,6,2
2023-06-02,Product_A,108,29.99,0,0,4,6,2
2023-06-03,Product_A,196,29.99,1,0,5,6,2
2023-06-04,Product_A,248,29.99,1,0,6,6,2
2023-06-05,Product_A,155,29.99,0,1,0,6,2
2023-06-06,Product_A,142,29.99,0,0,1,6,2
2023-06-07,Product_A,123,29.99,0,0,2,6,2
2023-06-08,Product_A,114,29.99,0,0,3,6,2
2023-06-09,Product_A,94,29.99,0,0,4,6,2
2023-06-10,Product_A,149,29.99,1,0,5,6,2
2023-06-11,Product_A,220,29.99,1,0,6,6,2
2023-06-12,Product_A,134,29.99,0,0,0,6,2
2023-06-13,Product_A,168,29.99,0,0,1,6,2
2023-06-14,Product_A,119,29.99,0,0,2,6,2
2023-06-15,Product_A,101,29.99,0,0,3,6,2
2023-06-16,Product_A,113,29.99,0,0,4,6,2
2023-06-17,Product_A,150,29.99,1,0,5,6,2
2023-06-18,Product_A,164,29.99,1,0,6,6,2
2023-06-19,Product_A,145,29.99,0,0,0,6,2
2023-06-20,Product_A,126,29.99,0,0,1,6,2
2023-06-21,Product_A,110,29.99,0,0,2,6,2
2023-06-22,Product_A,110,29.99,0,0,3,6,2
2023-06-23,Product_A,127,29.99,0,0,4,6,2
2023-06-24,Product_A,143,29.99,1,0,5,6,2
2023-06-25,Product_A,172,29.99,1,0,6,6,2
2023-06-26,Product_A,150,29.99,0,0,0,6,2
2023-06-27,Product_A,179,29.99,0,1,1,6,2
2023-06-28,Product_A,117,29.99,0,0,2,6,2
2023-06-29,Product_A,85,29.99,0,0,3,6,2
2023-06-30,Product_A,94,29.99,0,0,4,6,2
2023-07-01,Product_A,159,29.99,1,1,5,7,3
2023-07-02,Product_A,231,29.99,1,0,6,7,3
2023-07-03,Product_A,166,29.99,0,0,0,7,3
2023-07-04,Product_A,132,29.99,0,0,1,7,3
2023-07-05,Product_A,127,29.99,0,0,2,7,3
2023-07-06,Product_A,133,29.99,0,0,3,7,3
2023-07-07,Product_A,96,29.99,0,0,4,7,3
2023-07-08,Product_A,155,29.99,1,0,5,7,3
2023-07-09,Product_A,174,29.99,1,0,6,7,3
2023-07-10,Product_A,165,29.99,0,0,0,7,3
2023-07-11,Product_A,128,29.99,0,0,1,7,3
2023-07-12,Product_A,92,29.99,0,0,2,7,3
2023-07-13,Product_A,93,29.99,0,0,3,7,3
2023-07-14,Product_A,98,29.99,0,0,4,7,3
2023-07-15,Product_A,143,29.99,1,0,5,7,3
2023-07-16,Product_A,170,29.99,1,0,6,7,3
2023-07-17,Product_A,160,29.99,0,0,0,7,3
2023-07-18,Product_A,148,29.99,0,0,1,7,3
2023-07-19,Product_A,114,29.99,0,0,2,7,3
2023-07-20,Product_A,88,29.99,0,0,3,7,3
2023-07-21,Product_A,103,29.99,0,0,4,7,3
2023-07-22,Product_A,160,29.99,1,0,5,7,3
2023-07-23,Product_A,174,29.99,1,0,6,7,3
2023-07-24,Product_A,156,29.99,0,0,0,7,3
2023-07-25,Product_A,133,29.99,0,0,1,7,3
2023-07-26,Product_A,101,29.99,0,0,2,7,3
2023-07-27,Product_A,81,29.99,0,0,3,7,3
2023-07-28,Product_A,103,29.99,0,1,4,7,3
2023-07-29,Product_A,134,29.99,1,0,5,7,3
2023-07-30,Product_A,171,29.99,1,0,6,7,3
2023-07-31,Product_A,158,29.99,0,0,0,7,3
2023-08-01,Product_A,130,29.99,0,0,1,8,3
2023-08-02,Product_A,110,29.99,0,0,2,8,3
2023-08-03,Product_A,101,29.99,0,1,3,8,3
2023-08-04,Product_A,82,29.99,0,1,4,8,3
2023-08-05,Product_A,153,29.99,1,0,5,8,3
2023-08-06,Product_A,158,29.99,1,0,6,8,3
2023-08-07,Product_A,151,29.99,0,0,0,8,3
2023-08-08,Product_A,143,29.99,0,0,1,8,3
2023-08-09,Product_A,113,29.99,0,1,2,8,3
2023-08-10,Product_A,89,29.99,0,0,3,8,3
2023-08-11,Product_A,91,29.99,0,0,4,8,3
2023-08-12,Product_A,128,29.99,1,0,5,8,3
2023-08-13,Product_A,209,29.99,1,0,6,8,3
2023-08-14,Product_A,163,29.99,0,0,0,8,3
2023-08-15,Product_A,138,29.99,0,0,1,8,3
2023-08-16,Product_A,118,29.99,0,0,2,8,3
2023-08-17,Product_A,95,29.99,0,0,3,8,3
2023-08-18,Product_A,114,29.99,0,0,4,8,3
2023-08-19,Product_A,154,29.99,1,1,5,8,3
2023-08-20,Product_A,163,29.99,1,0,6,8,3
2023-08-21,Product_A,130,29.99,0,0,0,8,3
2023-08-22,Product_A,136,29.99,0,0,1,8,3
2023-08-23,Product_A,99,29.99,0,1,2,8,3
2023-08-24,Product_A,88,29.99,0,0,3,8,3
2023-08-25,Product_A,112,29.99,0,0,4,8,3
2023-08-26,Product_A,128,29.99,1,0,5,8,3
2023-08-27,Product_A,164,29.99,1,1,6,8,3
2023-08-28,Product_A,146,29.99,0,0,0,8,3
2023-08-29,Product_A,128,29.99,0,0,1,8,3
2023-08-30,Product_A,113,29.99,0,0,2,8,3
2023-08-31,Product_A,104,29.99,0,0,3,8,3
2023-09-01,Product_A,69,29.99,0,0,4,9,3
2023-09-02,Product_A,190,29.99,1,0,5,9,3
2023-09-03,Product_A,161,29.99,1,1,6,9,3
2023-09-04,Product_A,151,29.99,0,0,0,9,3
2023-09-05,Product_A,138,29.99,0,0,1,9,3
2023-09-06,Product_A,91,29.99,0,0,2,9,3
2023-09-07,Product_A,71,29.99,0,0,3,9,3
2023-09-08,Product_A,105,29.99,0,0,4,9,3
2023-09-09,Product_A,138,29.99,1,0,5,9,3
2023-09-10,Product_A,171,29.99,1,0,6,9,3
2023-09-11,Product_A,147,29.99,0,1,0,9,3
2023-09-12,Product_A,126,29.99,0,0,1,9,3
2023-09-13,Product_A,108,29.99,0,0,2,9,3
2023-09-14,Product_A,96,29.99,0,0,3,9,3
2023-09-15,Product_A,93,29.99,0,0,4,9,3
2023-09-16,Product_A,168,29.99,1,0,5,9,3
2023-09-17,Product_A,153,29.99,1,0,6,9,3
2023-09-18,Product_A,137,29.99,0,0,0,9,3
2023-09-19,Product_A,132,29.99,0,0,1,9,3
2023-09-20,Product_A,101,29.99,0,0,2,9,3
2023-09-21,Product_A,96,29.99,0,0,3,9,3
2023-09-22,Product_A,92,29.99,0,0,4,9,3
2023-09-23,Product_A,132,29.99,1,0,5,9,3
2023-09-24,Product_A,171,29.99,1,0,6,9,3
2023-09-25,Product_A,155,29.99,0,0,0,9,3
2023-09-26,Product_A,123,29.99,0,0,1,9,3
2023-09-27,Product_A,104,29.99,0,0,2,9,3
2023-09-28,Product_A,96,29.99,0,0,3,9,3
2023-09-29,Product_A,90,29.99,0,0,4,9,3
2023-09-30,Product_A,132,29.99,1,0,5,9,3
2023-10-01,Product_A,235,29.99,1,0,6,10,4
2023-10-02,Product_A,135,29.99,0,0,0,10,4
2023-10-03,Product_A,129,29.99,0,0,1,10,4
2023-10-04,Product_A,108,29.99,0,0,2,10,4
2023-10-05,Product_A,86,29.99,0,1,3,10,4
2023-10-06,Product_A,103,29.99,0,0,4,10,4
2023-10-07,Product_A,185,29.99,1,0,5,10,4
2023-10-08,Product_A,164,29.99,1,0,6,10,4
2023-10-09,Product_A,148,29.99,0,0,0,10,4
2023-10-10,Product_A,143,29.99,0,0,1,10,4
2023-10-11,Product_A,83,29.99,0,0,2,10,4
2023-10-12,Product_A,82,29.99,0,0,3,10,4
2023-10-13,Product_A,102,29.99,0,0,4,10,4
2023-10-14,Product_A,143,29.99,1,0,5,10,4
2023-10-15,Product_A,177,29.99,1,0,6,10,4
2023-10-16,Product_A,144,29.99,0,0,0,10,4
2023-10-17,Product_A,135,29.99,0,0,1,10,4
2023-10-18,Product_A,105,29.99,0,0,2,10,4
2023-10-19,Product_A,84,29.99,0,0,3,10,4
2023-10-20,Product_A,97,29.99,0,0,4,10,4
2023-10-21,Product_A,147,29.99,1,0,5,10,4
2023-10-22,Product_A,148,29.99,1,0,6,10,4
2023-10-23,Product_A,153,29.99,0,0,0,10,4
2023-10-24,Product_A,133,29.99,0,0,1,10,4
2023-10-25,Product_A,110,29.99,0,0,2,10,4
2023-10-26,Product_A,87,29.99,0,0,3,10,4
2023-10-27,Product_A,107,29.99,0,0,4,10,4
2023-10-28,Product_A,138,29.99,1,0,5,10,4
2023-10-29,Product_A,158,29.99,1,0,6,10,4
2023-10-30,Product_A,148,29.99,0,0,0,10,4
2023-10-31,Product_A,138,29.99,0,0,1,10,4
2023-11-01,Product_A,201,29.99,0,0,2,11,4
2023-11-02,Product_A,132,29.99,0,0,3,11,4
2023-11-03,Product_A,158,29.99,0,0,4,11,4
2023-11-04,Product_A,253,29.99,1,0,5,11,4
2023-11-05,Product_A,302,29.99,1,0,6,11,4
2023-11-06,Product_A,208,29.99,0,0,0,11,4
2023-11-07,Product_A,168,29.99,0,1,1,11,4
2023-11-08,Product_A,168,29.99,0,0,2,11,4
2023-11-09,Product_A,207,29.99,0,0,3,11,4
2023-11-10,Product_A,194,29.99,0,0,4,11,4
2023-11-11,Product_A,204,29.99,1,0,5,11,4
2023-11-12,Product_A,225,29.99,1,0,6,11,4
2023-11-13,Product_A,207,29.99,0,0,0,11,4
2023-11-14,Product_A,179,29.99,0,0,1,11,4
2023-11-15,Product_A,141,29.99,0,0,2,11,4
2023-11-16,Product_A,160,29.99,0,0,3,11,4
2023-11-17,Product_A,163,29.99,0,0,4,11,4
2023-11-18,Product_A,191,29.99,1,0,5,11,4
2023-11-19,Product_A,209,29.99,1,0,6,11,4
2023-11-20,Product_A,204,29.99,0,1,0,11,4
2023-11-21,Product_A,204,29.99,0,0,1,11,4
2023-11-22,Product_A,155,29.99,0,0,2,11,4
2023-11-23,Product_A,145,29.99,0,0,3,11,4
2023-11-24,Product_A,137,29.99,0,0,4,11,4
2023-11-25,Product_A,194,29.99,1,0,5,11,4
2023-11-26,Product_A,216,29.99,1,0,6,11,4
2023-11-27,Product_A,197,29.99,0,0,0,11,4
2023-11-28,Product_A,244,29.99,0,0,1,11,4
2023-11-29,Product_A,170,29.99,0,0,2,11,4
2023-11-30,Product_A,158,29.99,0,0,3,11,4
2023-12-01,Product_A,154,29.99,0,0,4,12,4
2023-12-02,Product_A,190,29.99,1,0,5,12,4
2023-12-03,Product_A,206,29.99,1,0,6,12,4
2023-12-04,Product_A,191,29.99,0,0,0,12,4
2023-12-05,Product_A,200,29.99,0,1,1,12,4
2023-12-06,Product_A,160,29.99,0,1,2,12,4
2023-12-07,Product_A,151,29.99,0,0,3,12,4
2023-12-08,Product_A,153,29.99,0,0,4,12,4
2023-12-09,Product_A,190,29.99,1,0,5,12,4
2023-12-10,Product_A,288,29.99,1,0,6,12,4
2023-12-11,Product_A,210,29.99,0,0,0,12,4
2023-12-12,Product_A,182,29.99,0,1,1,12,4
2023-12-13,Product_A,181,29.99,0,0,2,12,4
2023-12-14,Product_A,161,29.99,0,0,3,12,4
2023-12-15,Product_A,160,29.99,0,1,4,12,4
2023-12-16,Product_A,247,29.99,1,0,5,12,4
2023-12-17,Product_A,226,29.99,1,0,6,12,4
2023-12-18,Product_A,205,29.99,0,0,0,12,4
2023-12-19,Product_A,196,29.99,0,0,1,12,4
2023-12-20,Product_A,179,29.99,0,0,2,12,4
2023-12-21,Product_A,158,29.99,0,0,3,12,4
2023-12-22,Product_A,169,29.99,0,0,4,12,4
2023-12-23,Product_A,197,29.99,1,0,5,12,4
2023-12-24,Product_A,226,29.99,1,0,6,12,4
2023-12-25,Product_A,221,29.99,0,0,0,12,4
2023-12-26,Product_A,207,29.99,0,0,1,12,4
2023-12-27,Product_A,183,29.99,0,0,2,12,4
2023-12-28,Product_A,152,29.99,0,1,3,12,4
2023-12-29,Product_A,169,29.99,0,0,4,12,4
2023-12-30,Product_A,200,29.99,1,0,5,12,4
2023-12-31,Product_A,227,29.99,1,0,6,12,4
2022-01-01,Product_B,157,49.99,1,0,5,1,1
2022-01-02,Product_B,203,49.99,1,0,6,1,1
2022-01-03,Product_B,194,49.99,0,0,0,1,1
2022-01-04,Product_B,172,49.99,0,1,1,1,1
2022-01-05,Product_B,129,49.99,0,1,2,1,1
2022-01-06,Product_B,99,49.99,0,0,3,1,1
2022-01-07,Product_B,119,49.99,0,0,4,1,1
2022-01-08,Product_B,170,49.99,1,0,5,1,1
2022-01-09,Product_B,224,49.99,1,0,6,1,1
2022-01-10,Product_B,206,49.99,0,0,0,1,1
2022-01-11,Product_B,160,49.99,0,0,1,1,1
2022-01-12,Product_B,122,49.99,0,0,2,1,1
2022-01-13,Product_B,113,49.99,0,0,3,1,1
2022-01-14,Product_B,121,49.99,0,0,4,1,1
2022-01-15,Product_B,174,49.99,1,0,5,1,1
2022-01-16,Product_B,211,49.99,1,0,6,1,1
2022-01-17,Product_B,195,49.99,0,0,0,1,1
2022-01-18,Product_B,181,49.99,0,0,1,1,1
2022-01-19,Product_B,147,49.99,0,0,2,1,1
2022-01-20,Product_B,129,49.99,0,1,3,1,1
2022-01-21,Product_B,146,49.99,0,0,4,1,1
2022-01-22,Product_B,164,49.99,1,0,5,1,1
2022-01-23,Product_B,229,49.99,1,0,6,1,1
2022-01-24,Product_B,210,49.99,0,0,0,1,1
2022-01-25,Product_B,188,49.99,0,0,1,1,1
2022-01-26,Product_B,135,49.99,0,0,2,1,1
2022-01-27,Product_B,124,49.99,0,0,3,1,1
2022-01-28,Product_B,122,49.99,0,0,4,1,1
2022-01-29,Product_B,176,49.99,1,0,5,1,1
2022-01-30,Product_B,235,49.99,1,0,6,1,1
2022-01-31,Product_B,211,49.99,0,0,0,1,1
2022-02-01,Product_B,188,49.99,0,0,1,2,1
2022-02-02,Product_B,140,49.99,0,0,2,2,1
2022-02-03,Product_B,114,49.99,0,0,3,2,1
2022-02-04,Product_B,131,49.99,0,0,4,2,1
2022-02-05,Product_B,202,49.99,1,0,5,2,1
2022-02-06,Product_B,235,49.99,1,0,6,2,1
2022-02-07,Product_B,224,49.99,0,0,0,2,1
2022-02-08,Product_B,181,49.99,0,0,1,2,1
2022-02-09,Product_B,199,49.99,0,0,2,2,1
2022-02-10,Product_B,127,49.99,0,1,3,2,1
2022-02-11,Product_B,133,49.99,0,0,4,2,1
2022-02-12,Product_B,181,49.99,1,0,5,2,1
2022-02-13,Product_B,231,49.99,1,0,6,2,1
2022-02-14,Product_B,286,49.99,0,0,0,2,1
2022-02-15,Product_B,261,49.99,0,0,1,2,1
2022-02-16,Product_B,140,49.99,0,0,2,2,1
2022-02-17,Product_B,119,49.99,0,0,3,2,1
2022-02-18,Product_B,145,49.99,0,0,4,2,1
2022-02-19,Product_B,192,49.99,1,0,5,2,1
2022-02-20,Product_B,213,49.99,1,0,6,2,1
2022-02-21,Product_B,211,49.99,0,0,0,2,1
2022-02-22,Product_B,201,49.99,0,0,1,2,1
2022-02-23,Product_B,147,49.99,0,0,2,2,1
2022-02-24,Product_B,123,49.99,0,0,3,2,1
2022-02-25,Product_B,135,49.99,0,0,4,2,1
2022-02-26,Product_B,162,49.99,1,0,5,2,1
2022-02-27,Product_B,303,49.99,1,0,6,2,1
2022-02-28,Product_B,229,49.99,0,0,0,2,1
2022-03-01,Product_B,184,49.99,0,0,1,3,1
2022-03-02,Product_B,155,49.99,0,0,2,3,1
2022-03-03,Product_B,119,49.99,0,0,3,3,1
2022-03-04,Product_B,129,49.99,0,0,4,3,1
2022-03-05,Product_B,254,49.99,1,0,5,3,1
2022-03-06,Product_B,230,49.99,1,1,6,3,1
2022-03-07,Product_B,224,49.99,0,0,0,3,1
2022-03-08,Product_B,189,49.99,0,0,1,3,1
2022-03-09,Product_B,150,49.99,0,0,2,3,1
2022-03-10,Product_B,128,49.99,0,0,3,3,1
2022-03-11,Product_B,138,49.99,0,0,4,3,1
2022-03-12,Product_B,198,49.99,1,0,5,3,1
2022-03-13,Product_B,228,49.99,1,0,6,3,1
2022-03-14,Product_B,234,49.99,0,0,0,3,1
2022-03-15,Product_B,210,49.99,0,0,1,3,1
2022-03-16,Product_B,148,49.99,0,0,2,3,1
2022-03-17,Product_B,161,49.99,0,0,3,3,1
2022-03-18,Product_B,137,49.99,0,0,4,3,1
2022-03-19,Product_B,202,49.99,1,0,5,3,1
2022-03-20,Product_B,230,49.99,1,0,6,3,1
2022-03-21,Product_B,224,49.99,0,0,0,3,1
2022-03-22,Product_B,204,49.99,0,0,1,3,1
2022-03-23,Product_B,143,49.99,0,0,2,3,1
2022-03-24,Product_B,112,49.99,0,0,3,3,1
2022-03-25,Product_B,146,49.99,0,0,4,3,1
2022-03-26,Product_B,185,49.99,1,0,5,3,1
2022-03-27,Product_B,252,49.99,1,0,6,3,1
2022-03-28,Product_B,220,49.99,0,0,0,3,1
2022-03-29,Product_B,197,49.99,0,0,1,3,1
2022-03-30,Product_B,153,49.99,0,0,2,3,1
2022-03-31,Product_B,118,49.99,0,0,3,3,1
2022-04-01,Product_B,138,49.99,0,0,4,4,2
2022-04-02,Product_B,195,49.99,1,0,5,4,2
2022-04-03,Product_B,244,49.99,1,0,6,4,2
2022-04-04,Product_B,233,49.99,0,1,0,4,2
2022-04-05,Product_B,206,49.99,0,0,1,4,2
2022-04-06,Product_B,210,49.99,0,0,2,4,2
2022-04-07,Product_B,130,49.99,0,0,3,4,2
2022-04-08,Product_B,200,49.99,0,0,4,4,2
2022-04-09,Product_B,199,49.99,1,1,5,4,2
2022-04-10,Product_B,237,49.99,1,0,6,4,2
2022-04-11,Product_B,224,49.99,0,0,0,4,2
2022-04-12,Product_B,278,49.99,0,0,1,4,2
2022-04-13,Product_B,154,49.99,0,0,2,4,2
2022-04-14,Product_B,146,49.99,0,0,3,4,2
2022-04-15,Product_B,138,49.99,0,1,4,4,2
2022-04-16,Product_B,199,49.99,1,0,5,4,2
2022-04-17,Product_B,232,49.99,1,0,6,4,2
2022-04-18,Product_B,222,49.99,0,0,0,4,2
2022-04-19,Product_B,203,49.99,0,0,1,4,2
2022-04-20,Product_B,166,49.99,0,0,2,4,2
2022-04-21,Product_B,125,49.99,0,0,3,4,2
2022-04-22,Product_B,142,49.99,0,1,4,4,2
2022-04-23,Product_B,188,49.99,1,0,5,4,2
2022-04-24,Product_B,256,49.99,1,0,6,4,2
2022-04-25,Product_B,319,49.99,0,0,0,4,2
2022-04-26,Product_B,198,49.99,0,0,1,4,2
2022-04-27,Product_B,172,49.99,0,0,2,4,2
2022-04-28,Product_B,142,49.99,0,0,3,4,2
2022-04-29,Product_B,132,49.99,0,0,4,4,2
2022-04-30,Product_B,201,49.99,1,0,5,4,2
2022-05-01,Product_B,218,49.99,1,0,6,5,2
2022-05-02,Product_B,297,49.99,0,0,0,5,2
2022-05-03,Product_B,201,49.99,0,0,1,5,2
2022-05-04,Product_B,153,49.99,0,0,2,5,2
2022-05-05,Product_B,133,49.99,0,0,3,5,2
2022-05-06,Product_B,122,49.99,0,0,4,5,2
2022-05-07,Product_B,248,49.99,1,0,5,5,2
2022-05-08,Product_B,233,49.99,1,0,6,5,2
2022-05-09,Product_B,210,49.99,0,0,0,5,2
2022-05-10,Product_B,201,49.99,0,1,1,5,2
2022-05-11,Product_B,147,49.99,0,0,2,5,2
2022-05-12,Product_B,123,49.99,0,0,3,5,2
2022-05-13,Product_B,141,49.99,0,1,4,5,2
2022-05-14,Product_B,190,49.99,1,0,5,5,2
2022-05-15,Product_B,245,49.99,1,0,6,5,2
2022-05-16,Product_B,215,49.99,0,0,0,5,2
2022-05-17,Product_B,186,49.99,0,0,1,5,2
2022-05-18,Product_B,157,49.99,0,0,2,5,2
2022-05-19,Product_B,122,49.99,0,1,3,5,2
2022-05-20,Product_B,159,49.99,0,0,4,5,2
2022-05-21,Product_B,186,49.99,1,0,5,5,2
2022-05-22,Product_B,236,49.99,1,0,6,5,2
2022-05-23,Product_B,235,49.99,0,0,0,5,2
2022-05-24,Product_B,192,49.99,0,0,1,5,2
2022-05-25,Product_B,146,49.99,0,0,2,5,2
2022-05-26,Product_B,129,49.99,0,0,3,5,2
2022-05-27,Product_B,117,49.99,0,0,4,5,2
2022-05-28,Product_B,192,49.99,1,1,5,5,2
2022-05-29,Product_B,201,49.99,1,0,6,5,2
2022-05-30,Product_B,218,49.99,0,0,0,5,2
2022-05-31,Product_B,196,49.99,0,0,1,5,2
2022-06-01,Product_B,157,49.99,0,0,2,6,2
2022-06-02,Product_B,113,49.99,0,0,3,6,2
2022-06-03,Product_B,164,49.99,0,0,4,6,2
2022-06-04,Product_B,179,49.99,1,0,5,6,2
2022-06-05,Product_B,225,49.99,1,0,6,6,2
2022-06-06,Product_B,221,49.99,0,0,0,6,2
2022-06-07,Product_B,175,49.99,0,0,1,6,2
2022-06-08,Product_B,155,49.99,0,0,2,6,2
2022-06-09,Product_B,106,49.99,0,0,3,6,2
2022-06-10,Product_B,119,49.99,0,0,4,6,2
2022-06-11,Product_B,257,49.99,1,0,5,6,2
2022-06-12,Product_B,214,49.99,1,0,6,6,2
2022-06-13,Product_B,217,49.99,0,1,0,6,2
2022-06-14,Product_B,190,49.99,0,0,1,6,2
2022-06-15,Product_B,125,49.99,0,0,2,6,2
2022-06-16,Product_B,133,49.99,0,0,3,6,2
2022-06-17,Product_B,153,49.99,0,0,4,6,2
2022-06-18,Product_B,178,49.99,1,0,5,6,2
2022-06-19,Product_B,237,49.99,1,0,6,6,2
2022-06-20,Product_B,217,49.99,0,0,0,6,2
2022-06-21,Product_B,175,49.99,0,0,1,6,2
2022-06-22,Product_B,142,49.99,0,0,2,6,2
2022-06-23,Product_B,118,49.99,0,0,3,6,2
2022-06-24,Product_B,108,49.99,0,0,4,6,2
2022-06-25,Product_B,174,49.99,1,1,5,6,2
2022-06-26,Product_B,201,49.99,1,0,6,6,2
2022-06-27,Product_B,202,49.99,0,0,0,6,2
2022-06-28,Product_B,179,49.99,0,0,1,6,2
2022-06-29,Product_B,128,49.99,0,0,2,6,2
2022-06-30,Product_B,86,49.99,0,0,3,6,2
2022-07-01,Product_B,127,49.99,0,0,4,7,3
2022-07-02,Product_B,182,49.99,1,0,5,7,3
2022-07-03,Product_B,210,49.99,1,0,6,7,3
2022-07-04,Product_B,215,49.99,0,1,0,7,3
2022-07-05,Product_B,178,49.99,0,1,1,7,3
2022-07-06,Product_B,114,49.99,0,0,2,7,3
2022-07-07,Product_B,109,49.99,0,0,3,7,3
2022-07-08,Product_B,140,49.99,0,0,4,7,3
2022-07-09,Product_B,188,49.99,1,0,5,7,3
2022-07-10,Product_B,260,49.99,1,0,6,7,3
2022-07-11,Product_B,213,49.99,0,0,0,7,3
2022-07-12,Product_B,184,49.99,0,0,1,7,3
2022-07-13,Product_B,144,49.99,0,0,2,7,3
2022-07-14,Product_B,92,49.99,0,0,3,7,3
2022-07-15,Product_B,132,49.99,0,0,4,7,3
2022-07-16,Product_B,167,49.99,1,0,5,7,3
2022-07-17,Product_B,199,49.99,1,0,6,7,3
2022-07-18,Product_B,183,49.99,0,0,0,7,3
2022-07-19,Product_B,164,49.99,0,0,1,7,3
2022-07-20,Product_B,128,49.99,0,1,2,7,3
2022-07-21,Product_B,130,49.99,0,0,3,7,3
2022-07-22,Product_B,103,49.99,0,0,4,7,3
2022-07-23,Product_B,164,49.99,1,0,5,7,3
2022-07-24,Product_B,214,49.99,1,0,6,7,3
2022-07-25,Product_B,183,49.99,0,0,0,7,3
2022-07-26,Product_B,178,49.99,0,0,1,7,3
2022-07-27,Product_B,126,49.99,0,0,2,7,3
2022-07-28,Product_B,102,49.99,0,0,3,7,3
2022-07-29,Product_B,109,49.99,0,0,4,7,3
2022-07-30,Product_B,162,49.99,1,0,5,7,3
2022-07-31,Product_B,203,49.99,1,0,6,7,3
2022-08-01,Product_B,204,49.99,0,0,0,8,3
2022-08-02,Product_B,162,49.99,0,0,1,8,3
2022-08-03,Product_B,158,49.99,0,0,2,8,3
2022-08-04,Product_B,92,49.99,0,0,3,8,3
2022-08-05,Product_B,99,49.99,0,1,4,8,3
2022-08-06,Product_B,146,49.99,1,0,5,8,3
2022-08-07,Product_B,188,49.99,1,1,6,8,3
2022-08-08,Product_B,197,49.99,0,0,0,8,3
2022-08-09,Product_B,155,49.99,0,0,1,8,3
2022-08-10,Product_B,146,49.99,0,0,2,8,3
2022-08-11,Product_B,99,49.99,0,1,3,8,3
2022-08-12,Product_B,116,49.99,0,0,4,8,3
2022-08-13,Product_B,165,49.99,1,0,5,8,3
2022-08-14,Product_B,203,49.99,1,0,6,8,3
2022-08-15,Product_B,197,49.99,0,1,0,8,3
2022-08-16,Product_B,170,49.99,0,0,1,8,3
2022-08-17,Product_B,128,49.99,0,0,2,8,3
2022-08-18,Product_B,113,49.99,0,0,3,8,3
2022-08-19,Product_B,97,49.99,0,0,4,8,3
2022-08-20,Product_B,172,49.99,1,0,5,8,3
2022-08-21,Product_B,217,49.99,1,1,6,8,3
2022-08-22,Product_B,178,49.99,0,0,0,8,3
2022-08-23,Product_B,155,49.99,0,0,1,8,3
2022-08-24,Product_B,149,49.99,0,0,2,8,3
2022-08-25,Product_B,83,49.99,0,0,3,8,3
2022-08-26,Product_B,112,49.99,0,0,4,8,3
2022-08-27,Product_B,164,49.99,1,0,5,8,3
2022-08-28,Product_B,199,49.99,1,0,6,8,3
2022-08-29,Product_B,174,49.99,0,0,0,8,3
2022-08-30,Product_B,149,49.99,0,0,1,8,3
2022-08-31,Product_B,119,49.99,0,0,2,8,3
2022-09-01,Product_B,92,49.99,0,0,3,9,3
2022-09-02,Product_B,97,49.99,0,0,4,9,3
2022-09-03,Product_B,133,49.99,1,0,5,9,3
2022-09-04,Product_B,196,49.99,1,0,6,9,3
2022-09-05,Product_B,213,49.99,0,0,0,9,3
2022-09-06,Product_B,160,49.99,0,0,1,9,3
2022-09-07,Product_B,119,49.99,0,0,2,9,3
2022-09-08,Product_B,91,49.99,0,0,3,9,3
2022-09-09,Product_B,86,49.99,0,1,4,9,3
2022-09-10,Product_B,164,49.99,1,0,5,9,3
2022-09-11,Product_B,263,49.99,1,1,6,9,3
2022-09-12,Product_B,175,49.99,0,0,0,9,3
2022-09-13,Product_B,143,49.99,0,0,1,9,3
2022-09-14,Product_B,98,49.99,0,0,2,9,3
2022-09-15,Product_B,79,49.99,0,0,3,9,3
2022-09-16,Product_B,78,49.99,0,0,4,9,3
2022-09-17,Product_B,134,49.99,1,0,5,9,3
2022-09-18,Product_B,166,49.99,1,0,6,9,3
2022-09-19,Product_B,182,49.99,0,0,0,9,3
2022-09-20,Product_B,145,49.99,0,0,1,9,3
2022-09-21,Product_B,114,49.99,0,0,2,9,3
2022-09-22,Product_B,93,49.99,0,0,3,9,3
